,labels,source,path
149,male_happy,SAVEE,../../../emotion_data/ALL/JE_h11.wav
150,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n17.wav
151,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n03.wav
152,male_angry,SAVEE,../../../emotion_data/ALL/JK_a07.wav
153,male_angry,SAVEE,../../../emotion_data/ALL/JK_a13.wav
154,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa06.wav
155,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa12.wav
156,male_happy,SAVEE,../../../emotion_data/ALL/KL_h12.wav
157,male_angry,SAVEE,../../../emotion_data/ALL/DC_a08.wav
158,male_happy,SAVEE,../../../emotion_data/ALL/KL_h06.wav
159,male_fear,SAVEE,../../../emotion_data/ALL/KL_f09.wav
160,male_fear,SAVEE,../../../emotion_data/ALL/KL_f08.wav
161,male_happy,SAVEE,../../../emotion_data/ALL/KL_h07.wav
162,male_happy,SAVEE,../../../emotion_data/ALL/KL_h13.wav
163,male_angry,SAVEE,../../../emotion_data/ALL/DC_a09.wav
164,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa13.wav
165,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa07.wav
166,male_angry,SAVEE,../../../emotion_data/ALL/JK_a12.wav
167,male_angry,SAVEE,../../../emotion_data/ALL/JK_a06.wav
168,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n02.wav
169,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n16.wav
170,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su09.wav
171,male_happy,SAVEE,../../../emotion_data/ALL/JE_h10.wav
172,male_happy,SAVEE,../../../emotion_data/ALL/JE_h04.wav
173,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d09.wav
174,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n29.wav
175,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su06.wav
176,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su12.wav
177,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n15.wav
178,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n01.wav
179,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su02.wav
180,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n05.wav
181,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n11.wav
182,male_happy,SAVEE,../../../emotion_data/ALL/JE_h14.wav
183,male_angry,SAVEE,../../../emotion_data/ALL/JK_a02.wav
184,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n12.wav
185,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n06.wav
186,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa03.wav
187,male_happy,SAVEE,../../../emotion_data/ALL/KL_h03.wav
188,male_happy,SAVEE,../../../emotion_data/ALL/KL_h02.wav
189,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa02.wav
190,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n07.wav
191,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n13.wav
192,male_angry,SAVEE,../../../emotion_data/ALL/JK_a03.wav
193,male_happy,SAVEE,../../../emotion_data/ALL/JE_h15.wav
194,male_happy,SAVEE,../../../emotion_data/ALL/JE_h01.wav
195,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n10.wav
196,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n04.wav
197,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su03.wav
198,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su01.wav
199,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su15.wav
200,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n12.wav
201,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n06.wav
202,male_happy,SAVEE,../../../emotion_data/ALL/JE_h03.wav
203,male_angry,SAVEE,../../../emotion_data/ALL/JK_a15.wav
204,male_angry,SAVEE,../../../emotion_data/ALL/JK_a01.wav
205,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n05.wav
206,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su08.wav
207,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n11.wav
208,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa14.wav
209,male_happy,SAVEE,../../../emotion_data/ALL/KL_h14.wav
210,male_happy,SAVEE,../../../emotion_data/ALL/KL_h15.wav
211,male_happy,SAVEE,../../../emotion_data/ALL/KL_h01.wav
212,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa01.wav
213,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa15.wav
214,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su09.wav
215,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n10.wav
216,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n04.wav
217,male_angry,SAVEE,../../../emotion_data/ALL/JK_a14.wav
218,male_happy,SAVEE,../../../emotion_data/ALL/JE_h02.wav
219,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n07.wav
220,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n13.wav
221,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su14.wav
222,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n22.wav
223,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d02.wav
224,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su02.wav
225,male_fear,SAVEE,../../../emotion_data/ALL/JE_f14.wav
226,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n21.wav
227,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su04.wav
228,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n09.wav
229,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su10.wav
230,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d01.wav
231,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d15.wav
232,male_angry,SAVEE,../../../emotion_data/ALL/DC_a02.wav
233,male_fear,SAVEE,../../../emotion_data/ALL/KL_f03.wav
234,male_fear,SAVEE,../../../emotion_data/ALL/KL_f02.wav
235,male_angry,SAVEE,../../../emotion_data/ALL/DC_a03.wav
236,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d14.wav
237,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n08.wav
238,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su11.wav
239,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su05.wav
240,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n20.wav
241,male_fear,SAVEE,../../../emotion_data/ALL/JE_f01.wav
242,male_fear,SAVEE,../../../emotion_data/ALL/JE_f15.wav
243,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su03.wav
244,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d03.wav
245,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n23.wav
246,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n21.wav
247,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n09.wav
248,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d01.wav
249,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d15.wav
250,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su01.wav
251,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su15.wav
252,male_fear,SAVEE,../../../emotion_data/ALL/JE_f03.wav
253,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n22.wav
254,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su13.wav
255,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su07.wav
256,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d02.wav
257,male_angry,SAVEE,../../../emotion_data/ALL/DC_a15.wav
258,male_angry,SAVEE,../../../emotion_data/ALL/DC_a01.wav
259,male_fear,SAVEE,../../../emotion_data/ALL/KL_f14.wav
260,male_fear,SAVEE,../../../emotion_data/ALL/KL_f01.wav
261,male_fear,SAVEE,../../../emotion_data/ALL/KL_f15.wav
262,male_angry,SAVEE,../../../emotion_data/ALL/DC_a14.wav
263,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d03.wav
264,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su06.wav
265,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su12.wav
266,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n23.wav
267,male_fear,SAVEE,../../../emotion_data/ALL/JE_f02.wav
268,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su14.wav
269,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d14.wav
270,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n08.wav
271,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n20.wav
272,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n18.wav
273,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n24.wav
274,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n30.wav
275,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d04.wav
276,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d10.wav
277,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su04.wav
278,male_happy,SAVEE,../../../emotion_data/ALL/JE_h09.wav
279,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su10.wav
280,male_fear,SAVEE,../../../emotion_data/ALL/JE_f06.wav
281,male_fear,SAVEE,../../../emotion_data/ALL/JE_f12.wav
282,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su02.wav
283,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n27.wav
284,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d13.wav
285,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d07.wav
286,male_angry,SAVEE,../../../emotion_data/ALL/DC_a10.wav
287,male_angry,SAVEE,../../../emotion_data/ALL/DC_a04.wav
288,male_fear,SAVEE,../../../emotion_data/ALL/KL_f11.wav
289,male_fear,SAVEE,../../../emotion_data/ALL/KL_f05.wav
290,male_fear,SAVEE,../../../emotion_data/ALL/KL_f04.wav
291,male_fear,SAVEE,../../../emotion_data/ALL/KL_f10.wav
292,male_angry,SAVEE,../../../emotion_data/ALL/DC_a05.wav
293,male_angry,SAVEE,../../../emotion_data/ALL/DC_a11.wav
294,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d06.wav
295,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d12.wav
296,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n26.wav
297,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su03.wav
298,male_fear,SAVEE,../../../emotion_data/ALL/JE_f13.wav
299,male_fear,SAVEE,../../../emotion_data/ALL/JE_f07.wav
300,male_happy,SAVEE,../../../emotion_data/ALL/JE_h08.wav
301,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su11.wav
302,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su05.wav
303,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d11.wav
304,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d05.wav
305,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n25.wav
306,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n19.wav
307,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n27.wav
308,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su08.wav
309,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d13.wav
310,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d07.wav
311,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su13.wav
312,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su07.wav
313,male_fear,SAVEE,../../../emotion_data/ALL/JE_f11.wav
314,male_fear,SAVEE,../../../emotion_data/ALL/JE_f05.wav
315,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n18.wav
316,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su01.wav
317,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su15.wav
318,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n24.wav
319,male_angry,SAVEE,../../../emotion_data/ALL/JK_a08.wav
320,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n30.wav
321,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d04.wav
322,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d10.wav
323,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa09.wav
324,male_angry,SAVEE,../../../emotion_data/ALL/DC_a07.wav
325,male_happy,SAVEE,../../../emotion_data/ALL/KL_h09.wav
326,male_angry,SAVEE,../../../emotion_data/ALL/DC_a13.wav
327,male_fear,SAVEE,../../../emotion_data/ALL/KL_f06.wav
328,male_fear,SAVEE,../../../emotion_data/ALL/KL_f12.wav
329,male_fear,SAVEE,../../../emotion_data/ALL/KL_f13.wav
330,male_fear,SAVEE,../../../emotion_data/ALL/KL_f07.wav
331,male_happy,SAVEE,../../../emotion_data/ALL/KL_h08.wav
332,male_angry,SAVEE,../../../emotion_data/ALL/DC_a12.wav
333,male_angry,SAVEE,../../../emotion_data/ALL/DC_a06.wav
334,male_sad,SAVEE,../../../emotion_data/ALL/DC_sa08.wav
335,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d11.wav
336,male_disgust,SAVEE,../../../emotion_data/ALL/KL_d05.wav
337,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n25.wav
338,male_angry,SAVEE,../../../emotion_data/ALL/JK_a09.wav
339,male_surprise,SAVEE,../../../emotion_data/ALL/JK_su14.wav
340,male_neutral,SAVEE,../../../emotion_data/ALL/JE_n19.wav
341,male_fear,SAVEE,../../../emotion_data/ALL/JE_f04.wav
342,male_fear,SAVEE,../../../emotion_data/ALL/JE_f10.wav
343,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su06.wav
344,male_surprise,SAVEE,../../../emotion_data/ALL/KL_su12.wav
345,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d06.wav
346,male_disgust,SAVEE,../../../emotion_data/ALL/JE_d12.wav
347,male_surprise,SAVEE,../../../emotion_data/ALL/JE_su09.wav
348,male_neutral,SAVEE,../../../emotion_data/ALL/KL_n26.wav
349,male_sad,SAVEE,../../../emotion_data/ALL/JK_sa08.wav
350,male_neutral,SAVEE,../../../emotion_data/ALL/DC_n26.wav
351,male_surprise,SAVEE,../../../emotion_data/ALL/DC_su14.wav
352,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n01.wav
353,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n15.wav
354,male_angry,SAVEE,../../../emotion_data/ALL/JE_a11.wav
355,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n29.wav
356,male_angry,SAVEE,../../../emotion_data/ALL/JE_a05.wav
357,male_fear,SAVEE,../../../emotion_data/ALL/JK_f08.wav
358,male_disgust,SAVEE,../../../emotion_data/ALL/DC_d05.wav
359,male_sad,SAVEE,../../../emotion_data/ALL/JE_sa01.wav
360,male_sad,SAVEE,../../../emotion_data/ALL/JE_sa15.wav
361,male_disgust,SAVEE,../../../emotion_data/ALL/DC_d11.wav
362,male_happy,SAVEE,../../../emotion_data/ALL/JK_h13.wav
363,male_happy,SAVEE,../../../emotion_data/ALL/JK_h07.wav
364,male_fear,SAVEE,../../../emotion_data/ALL/DC_f07.wav
365,male_fear,SAVEE,../../../emotion_data/ALL/DC_f13.wav
366,male_angry,SAVEE,../../../emotion_data/ALL/KL_a06.wav
367,male_happy,SAVEE,../../../emotion_data/ALL/DC_h08.wav
368,male_angry,SAVEE,../../../emotion_data/ALL/KL_a12.wav
369,male_happy,SAVEE,../../../emotion_data/ALL/DC_h09.wav
370,male_angry,SAVEE,../../../emotion_data/ALL/KL_a13.wav
371,male_angry,SAVEE,../../../emotion_data/ALL/KL_a07.wav
372,male_fear,SAVEE,../../../emotion_data/ALL/DC_f12.wav
373,male_fear,SAVEE,../../../emotion_data/ALL/DC_f06.wav
374,male_happy,SAVEE,../../../emotion_data/ALL/JK_h06.wav
375,male_happy,SAVEE,../../../emotion_data/ALL/JK_h12.wav
376,male_sad,SAVEE,../../../emotion_data/ALL/JE_sa14.wav
377,male_disgust,SAVEE,../../../emotion_data/ALL/DC_d10.wav
378,male_disgust,SAVEE,../../../emotion_data/ALL/DC_d04.wav
379,male_fear,SAVEE,../../../emotion_data/ALL/JK_f09.wav
380,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n28.wav
381,male_angry,SAVEE,../../../emotion_data/ALL/JE_a04.wav
382,male_angry,SAVEE,../../../emotion_data/ALL/JE_a10.wav
383,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n14.wav
384,male_surprise,SAVEE,../../../emotion_data/ALL/DC_su01.wav
385,male_surprise,SAVEE,../../../emotion_data/ALL/DC_su15.wav
386,male_neutral,SAVEE,../../../emotion_data/ALL/DC_n27.wav
387,male_sad,SAVEE,../../../emotion_data/ALL/JK_sa09.wav
388,male_neutral,SAVEE,../../../emotion_data/ALL/DC_n25.wav
389,male_neutral,SAVEE,../../../emotion_data/ALL/DC_n19.wav
390,male_surprise,SAVEE,../../../emotion_data/ALL/DC_su03.wav
391,male_neutral,SAVEE,../../../emotion_data/ALL/JK_n16.wav
